ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Veb Variation Gallery Images,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
3889,variation,tropical-blue-pure-linen-suit-,TROPICAL BLUE PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,tropical-blue-pure-linen-suit,,,,,,1,,,Size US/UK,,,0,,,,
3890,variable,moscow-maroon-pure-linen-suit,MOSCOW MAROON PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Moscow Maroon Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Maroon, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/03ff6e9a8b97233c10fa2b1d387cd30c-1.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8454c1f64797c1a8a1c1955ba56b4368.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/08a29b6de4e7f1a711fb9059e0b1ec9e.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3bae464387fd1411e76bfdecd4fc4c28.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3897,variation,moscow-maroon-pure-linen-suit-,MOSCOW MAROON PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,moscow-maroon-pure-linen-suit,,,,,,1,,,Size US/UK,,,0,,,,
3898,variable,chambray-black-pure-linen-suit,CHAMBRAY BLACK PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Chambray Black Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Royal Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Black, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/2c7a9d3aedd7afa6061a24b10a625f86.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e7d1cfc4a4fdc28179b439b98e29c288.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/746996eaa93630d4901d7bcab71d97a7.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c89ed4d16c118d7c8548343d83b5f195.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3904,variation,chambray-black-pure-linen-suit-,CHAMBRAY BLACK PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,chambray-black-pure-linen-suit,,,,,,1,,,Size,,,0,,,,
3905,variable,maple-khaki-pure-linen-suit,MAPLE KHAKI PURE LINEN SUIT,1,0,visible,,"Maple Khaki Pure Linen Suit will exude insouciant sophistication when the sun shines. Crafted from 100% Linen in 40s Lea, the lightweight fabric has all the capabilities of creating a smart and stylish look that's perfect for warmer weather. The maple khaki suit is easy to pair with a formal white shirt and sharp accessories for a classy appearance that'll work perfectly for summer weddings.\n\nLook Includes\n<ul>\n 	<li>Maple Khaki Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Khaki, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d071af3430fc95326d5b75679335b1c3.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f0a4fc870492d4d910d27b68270ce923.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/564c1bfa3f12a69458808792b39b8a03.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/345804b6d4f8e80f2f91bbed44b49bce.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3911,variation,maple-khaki-pure-linen-suit-,MAPLE KHAKI PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,maple-khaki-pure-linen-suit,,,,,,1,,,Size US/UK,,,0,,,,
3912,variable,sepia-brown-pure-linen-suit,SEPIA BROWN PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Sepia Brown Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Brown, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3f5cbc93251fbad49d1f83949ca1371b.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/12b92c449da9122885dcb530.594b979702.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/4a4af9d59f8ae27f429a3fafd064e2e1.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/aee749d818439c45990c4b1a8bcb448a.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3914,variation,sepia-brown-pure-linen-suit-,SEPIA BROWN PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,sepia-brown-pure-linen-suit,,,,,,1,,,Size,,,0,,,,
3919,variable,umber-khaki-pure-linen-suit,UMBER KHAKI PURE LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Umber Khaki Pure Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Brown Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two Welted Back Pockets on Trousers</li>\n</ul>\nColor Family: Khaki, Light Weight/170 gsm.\n\nYou can change the look during customization if required.\n\nLining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d7c68db4a5a8fa0753b5e3718073aa40.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/11781299aeb1679765afe3c6ba88d012.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/7b7d2a7019d56413826a11c75b878267.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/339883a7e270cf0da4222e052e3546a9.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3925,variation,umber-khaki-pure-linen-suit-,UMBER KHAKI PURE LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,umber-khaki-pure-linen-suit,,,,,,1,,,Size,,,0,,,,
3926,variable,black-cotton-linen-suit,BLACK COTTON LINEN SUIT,1,0,visible,,"Look sharp and edgy at your formal meetings wearing this Safari Black Cotton Linen suit. Crafted from cotton linen blend, this suit will create an essence of pure sophistication. Unite it with a matching waistcoat, a crisp white shirt and brown derby shoes.\n\nLook Includes\n<ul>\n 	<li>Safari Black Cotton Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Solid Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two welted back pockets on trousers</li>\n</ul>\nYou can change the look during customization if required.\n\nColor Family: Black, Lining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/654b01b4018c75df76beb824f9dc1430.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/5d9085e4606e693ea5e8dc040bced633.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/6927490d14d0faf92326feed8e14f5e6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/df7c032754ae302113aa62d8e183336e.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3930,variation,black-cotton-linen-suit-,BLACK COTTON LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,black-cotton-linen-suit,,,,,,1,,,Size,,,0,,,,
3933,variable,natural-cotton-linen-suit,NATURAL COTTON LINEN SUIT,1,0,visible,,"Look Includes\n<ul>\n 	<li>Safari Natural Cotton Linen Fabric</li>\n 	<li>Two Button Jacket Style</li>\n 	<li>Notch Lapel</li>\n 	<li>Real Horn Solid Buttons</li>\n 	<li>Single Vent</li>\n 	<li>Two Cuff Buttons</li>\n 	<li>Two welted back pockets on trousers</li>\n</ul>\nYou can change the look during customization if required.\n\nColor Family: Cream, Lining: Viscose; Dry Clean.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Linen suit,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/16ba5d526b1ed78286148a4b35b1f6a6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/345712ee3d462f2ccae9f14afe710c80.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/4b86ba55f9b5b15fec18a7059cd59b23.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/2669369ea9cd9222c40ee82add989469.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/1c9be2e1c240f9662863884678be3b67.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3940,variation,natural-cotton-linen-suit-,NATURAL COTTON LINEN SUIT,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36.63,,,,,,,natural-cotton-linen-suit,,,,,,1,,,Size,,,0,,,,
3941,variable,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux,Men's light brown striped with black velvet shawl lapel 3pcs tux,1,0,visible,,"Color:?Brown\n\nComposition :?100% wool Super 200's\n\nDetail:?One?button on the front, 2 side pockets, extra wide?shawl?lapel,?straight-leg trousers/pant.\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/30.592c1edbea92a8fcb13a21aaf055f36a.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8e289060f16df1430.595d6fa4b588cd8c4.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8b624ca43ae70eea3a375b98cfa2643e.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c4840c203e1abdcb5f3192e7473380c6.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/f30.596f3a5f7dd64f5512a9ae3e9a6d3cf.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3948,variation,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux-,Men's light brown striped with black velvet shawl lapel 3pcs tux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.59,,,,,,,mens-light-brown-striped-with-black-velvet-shawl-lapel-3pcs-tux,,,,,,1,,,Size US/UK,,,0,,,,
3949,variable,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux,Men's brown jacquard wide shawl lapel 3pcs tux.,1,0,visible,,"Color:?Brown\n\nComposition : Jacquard\n\nDetail:?One?button on the front, 3 side pockets, extra wide?shawl?lapel,?straight-leg trousers/pant.\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/3fff1545e2efe59e07456749cdb90e44.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/a9268f64e27581cb791cb2876672e5b4.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8f1d560d0edcb04199c0bcf0deca8446.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/23a705a3cbc39e96d58536e4bd5bab5e.jpg",,,,,,,,,0,,,Size US/UK,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3951,variation,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux-,Men's brown jacquard wide shawl lapel 3pcs tux.,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.59,,,,,,,mens-brown-jacquard-wide-shawl-lapel-3pcs-tux,,,,,,1,,,Size US/UK,,,0,,,,
3956,variable,mens-brown-3pcs-tux-with-tassel-shawl-lapel,Men's brown 3pcs tux with tassel shawl lapel,1,0,visible,,<img class="alignnone wp-image-3739 size-full" src="https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png" alt="" width="730.59" height="1434" />\n\n<img class="alignnone wp-image-3740 size-full" src="https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png" alt="" width="790" height="608" />,,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/eae573e7c49516d4f5c2d3215205ae8a.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/37f40fced94a6e1eab141bc1687549be.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/746053075627c542afbaa98ec7366863.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/cb4a1792b5f14f5539d8f7ebc636aa10.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c5b3a10ea29a4259bb55ada4478378e6.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3963,variation,mens-brown-3pcs-tux-with-tassel-shawl-lapel-,Men's brown 3pcs tux with tassel shawl lapel,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31.94,,,,,,,mens-brown-3pcs-tux-with-tassel-shawl-lapel,,,,,,1,,,Size,,,0,,,,
3964,variable,mens-white-double-breasted-custom-shawl-lapel-2pcs-tux,Men's white double breasted custom shawl lapel 2pcs tux,1,0,visible,,"Color:?White\n\nComposition : 100%?wool\n\nDetail:?Two?button on the front,?3 size pockets,?double breasted,?Wide custom shawl lapel,?straight-leg?pant\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n&nbsp;\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/970e8876248ee9948c5b0779d652d073.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/192546169c696b8018ca2962b14b6d1d.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/18811e9812fd3b47a0b10dae309db293.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/ba3d7f4aca5878414c3ed5a0a3531ac6.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3969,variation,mens-white-double-breasted-custom-shawl-lapel-2pcs-tux-,Men's white double breasted custom shawl lapel 2pcs tux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37.98,,,,,,,mens-white-double-breasted-custom-shawl-lapel-2pcs-tux,,,,,,1,,,Size,,,0,,,,
3971,variable,mens-grey-checked-with-black-velvet-shawl-lapel-3pcs-tux,Men's grey checked with black velvet shawl lapel 3pcs tux,1,0,visible,,"Color:?Grey\n\nComposition :?100% wool Super 200's\n\nDetail:?One?button on the front, 2 side pockets, extra wide?shawl?lapel,?straight-leg trousers/pant.\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/e01b6ba6b272140a682eb28ba18abcc3.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/0de1b19d9c88ff1f06d427dc14e8e8a7.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/8d058f9aa6ba43cd8d7e3fa9e7f28edb.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/99040172a7435348cf1e1a582a8c4f55.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
3978,variation,mens-grey-checked-with-black-velvet-shawl-lapel-3pcs-tux-,Men's grey checked with black velvet shawl lapel 3pcs tux,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30.59,,,,,,,mens-grey-checked-with-black-velvet-shawl-lapel-3pcs-tux,,,,,,1,,,Size,,,0,,,,
3979,variable,mens-all-white-single-button-double-breasted-2pcs-tux,Men's all white single button double breasted 2pcs tux,1,0,visible,,"Color:?White\n\nComposition : 100%?wool\n\nDetail:?One?button on the front,?2 side pockets,?double breasted,?Wide?peak lapel,?straight-leg?pant\n\nCare : Dry clean only\n\n* Light in the studio shooting environment and visual reference to the ghosting or flare 5% color differences may occur.\n\n<img class=""alignnone wp-image-3739 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/9bce67da48bc03db70791d7142cef9aa-1-3.png"" alt="""" width=""730.59"" height=""1434"" />\n\n<img class=""alignnone wp-image-3740 size-full"" src=""https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/17acb537d6e2bb1d4f17defa79798ab2.png"" alt="""" width=""790"" height=""608"" />",,,taxable,,1,999,,0,0,,,,,0,,,,Evening dress,,,"https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/a30e448a7b1804a08123a38030.595ae4c0.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/c5dbda5bfa63073f70969a70063b0269.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/db0d256fcf01e91cf379eff0be801368.jpg, https://cdn.jsdelivr.net/gh/hzdu/alberton_xyz_uploads@master/wp-content/uploads/2022/03/d820198d220963205895be6fdb4ddf3e-2.jpg",,,,,,,,,0,,,Size,"36, 38, 40, 42, 44, 46, 48, 30.59, 52, 54, 56, 58, 60",1,0,,,,
